date,bvsp,bvsp_daily_returns,vol,class
2016-09,58424.607619047616,0.0004912880467256338,0.013238608423788574,Low
2016-10,62477.3645,0.005366842863045595,0.011628862461627735,Low
2016-11,61619.485,-0.0021781680011782657,0.01590642740947216,Low
2016-12,59126.159047619054,-0.0012020303686087804,0.01665409109463926,High
2017-01,63533.56285714286,0.0034745084516080793,0.014007650582750886,Low
2017-02,66444.5338888889,0.001737349055139972,0.011782326797145578,Low
2017-03,65028.299130434774,-0.0010259346052481065,0.01250383421163755,Low
2017-04,64468.831666666665,0.0004102385169201435,0.011635192448244853,Low
2017-05,65117.10818181818,-0.0016484273481850544,0.016421444916034325,High
2017-06,62016.26190476191,0.0001768801503944148,0.015813848727281397,Low
2017-07,64504.30857142857,0.0022590420715512803,0.0109903136450369,Low
2017-08,68804.82434782608,0.003160499759861049,0.008650900154258677,Low
2017-09,74306.7555,0.002419751258870506,0.00816991682099647,Low
2017-10,76115.86761904761,6.240346946429471e-05,0.009453289004932846,Low
2017-11,73358.02947368422,-0.0015783179488106107,0.012164719649127957,Low
2017-12,73611.48052631579,0.003188062723757449,0.01131579325640731,Low
2018-01,80827.40571428572,0.005107706366572915,0.010452582227302552,Low
2018-02,84634.30666666667,0.0003964182106692755,0.01406939444040409,Low
2018-03,85197.07714285715,4.1978778426725914e-05,0.011216616421159772,Low
2018-04,85032.3161904762,0.0004689024014601732,0.010692423640836305,Low
2018-05,82295.09285714285,-0.005333370641919532,0.012457150464975395,Low
2018-06,72680.70809523811,-0.0024293814134341155,0.015532581797288588,Low
2018-07,76993.60904761904,0.0041051542360777335,0.013337371785101335,Low
2018-08,77800.34,-0.0013102756173943033,0.013310768122764247,Low
2018-09,77062.68421052632,0.0018835214661629962,0.014069527378957591,Low
2018-10,84196.95818181819,0.00462681901848121,0.01733022891146306,High
2018-11,87440.43947368422,0.0013313890199128566,0.01706088633004823,High
2018-12,87065.46666666666,-0.0009494218562548938,0.013879838971467363,Low
2019-01,94496.10571428572,0.004963973321416864,0.012802160323960973,Low
2019-02,96718.79250000001,-0.0008506196170349034,0.01304702107761071,Low
2019-03,96304.69421052632,4.089472255256057e-05,0.013022438333154345,Low
2019-04,95369.68190476189,0.0005223968159494605,0.014330358551281694,Low
2019-05,94167.95863636363,0.00039514605193329884,0.012556484566346197,Low
2019-06,98992.93263157895,0.002143579610061619,0.011374137943951609,Low
